age,income,loan_amount,loan_term_months,credit_score,employment_years,existing_loans_count,debt_to_income_ratio,loan_purpose,home_ownership,marital_status,loan_default
52,67292.52,18464.87,24,675.0,19.0,5,0.425,medical,rent,married,0
39,63856.84,30865.79,24,685.0,4.0,4,0.109,education,rent,divorced,1
28,78166.86,20310.25,36,806.0,28.0,1,0.4,medical,rent,single,0
27,49758.61,25679.09,36,724.0,12.0,4,0.334,personal,own,married,1
43,45639.7,24471.84,24,686.0,30.0,2,0.47,education,own,married,0
33,69037.35,23609.62,36,678.0,3.0,5,0.312,business,rent,married,1
25,75817.27,21131.41,36,763.0,20.0,0,0.328,medical,mortgage,married,0
38,70985.58,15904.34,36,636.0,4.0,0,0.391,personal,rent,married,0
47,50429.83,35238.91,36,669.0,29.0,3,0.227,personal,rent,married,1
33,77194.73,9837.57,48,598.0,18.0,5,0.221,personal,rent,married,1
59,51610.5,18038.77,36,786.0,2.0,0,0.386,home_improvement,mortgage,single,0
52,55612.3,18133.97,24,709.0,6.0,4,0.316,education,mortgage,married,0
41,48008.84,21621.97,24,627.0,11.0,5,0.263,personal,own,married,1
58,88420.85,14134.75,60,671.0,0.0,2,0.308,business,own,single,1
38,76401.59,20832.72,36,718.0,0.0,5,0.543,education,rent,single,0
26,75889.88,16480.42,12,661.0,28.0,4,0.258,home_improvement,mortgage,divorced,1
22,87449.81,3762.43,36,640.0,30.0,1,0.254,home_improvement,rent,single,0
58,,18085.97,48,631.0,16.0,5,0.081,personal,rent,single,0
59,34233.93,8094.91,48,705.0,27.0,4,0.314,home_improvement,mortgage,married,0
50,51709.22,2390.53,60,653.0,20.0,0,0.412,personal,rent,single,1
25,53908.85,19231.86,48,646.0,0.0,3,0.437,personal,rent,single,1
32,49685.25,22390.95,36,580.0,22.0,3,0.335,education,rent,single,1
22,45603.5,22740.28,36,686.0,0.0,4,0.454,education,rent,single,1
23,59606.24,23104.54,24,666.0,25.0,4,0.422,medical,own,single,1
30,43101.13,2000.0,48,656.0,11.0,2,0.476,personal,rent,married,0
43,71030.76,5750.85,36,695.0,4.0,1,0.458,personal,mortgage,single,1
23,65930.57,35761.69,24,736.0,8.0,1,0.54,medical,,single,1
60,73658.52,8575.12,60,733.0,21.0,0,0.296,personal,mortgage,married,0
39,74139.11,23497.57,36,721.0,26.0,3,0.134,medical,rent,single,0
31,75854.12,11817.56,12,662.0,17.0,5,0.413,personal,own,married,1
41,58278.64,18717.05,36,637.0,4.0,0,0.429,medical,rent,single,1
52,103180.58,12300.71,60,602.0,27.0,4,0.54,business,rent,single,0
33,69219.76,23053.87,60,636.0,24.0,3,0.499,personal,mortgage,single,1
22,31475.27,19230.97,36,681.0,12.0,1,0.592,business,mortgage,single,1
23,46957.24,13965.39,60,621.0,17.0,1,0.407,education,mortgage,married,1
55,33670.95,8548.45,60,687.0,29.0,1,0.352,personal,rent,divorced,1
25,65312.02,20409.97,60,608.0,11.0,4,0.126,home_improvement,mortgage,married,0
46,62807.51,7085.53,60,555.0,0.0,1,0.363,education,mortgage,single,1
36,56568.34,21847.33,36,741.0,4.0,4,0.243,personal,own,married,0
52,101196.67,41638.36,48,644.0,18.0,2,0.35,education,rent,married,0
23,74881.69,30151.53,36,617.0,30.0,0,0.328,education,rent,single,0
56,78069.77,24465.13,48,598.0,22.0,0,0.386,personal,own,divorced,0
48,48240.68,17229.53,24,712.0,19.0,2,0.306,education,mortgage,married,1
38,47015.39,2000.0,48,783.0,10.0,2,0.451,personal,rent,single,1
29,65662.5,6099.42,60,650.0,13.0,4,0.03,home_improvement,rent,divorced,0
60,68114.13,29545.14,36,664.0,1.0,2,0.347,medical,mortgage,single,0
33,31586.39,10892.2,60,760.0,11.0,0,0.488,education,,married,1
40,61754.47,11706.73,36,544.0,19.0,1,0.582,home_improvement,mortgage,single,1
36,65253.3,16509.15,24,828.0,28.0,3,0.422,personal,own,single,1
30,61127.32,8441.58,24,850.0,28.0,2,0.556,home_improvement,rent,divorced,0
37,50358.97,6959.08,48,477.0,25.0,4,0.344,medical,rent,married,0
27,,17545.73,36,673.0,0.0,5,0.32,personal,mortgage,single,1
21,61816.53,9976.23,36,626.0,25.0,2,0.394,home_improvement,own,married,0
32,66634.4,11330.83,48,660.0,6.0,3,0.32,medical,rent,married,1
25,75886.25,10969.28,36,649.0,19.0,4,0.21,home_improvement,mortgage,divorced,0
37,84455.41,22701.24,36,741.0,29.0,1,0.248,personal,rent,divorced,0
55,59701.74,15910.87,60,672.0,27.0,3,0.164,home_improvement,rent,divorced,1
27,56789.19,16392.85,48,612.0,20.0,1,0.394,medical,own,married,0
21,72877.8,23372.51,48,667.0,9.0,3,0.322,personal,rent,single,0
25,,16721.64,36,719.0,16.0,4,0.27,education,rent,divorced,0
41,57184.39,15495.72,60,591.0,,0,0.241,home_improvement,mortgage,single,1
31,79227.08,22234.05,24,557.0,15.0,1,0.391,education,rent,single,0
40,82632.54,24013.78,36,829.0,12.0,0,0.429,education,rent,married,0
22,88250.36,16676.34,24,632.0,12.0,0,0.162,home_improvement,mortgage,single,1
34,97009.78,18725.47,36,670.0,18.0,0,0.14,medical,rent,married,1
37,49404.51,10963.89,48,650.0,1.0,4,0.454,personal,mortgage,divorced,1
38,65250.17,10253.85,48,721.0,30.0,5,0.127,medical,rent,married,1
43,65203.0,24922.33,36,813.0,3.0,2,0.397,personal,rent,married,0
52,63234.68,22004.48,12,723.0,30.0,5,0.546,medical,mortgage,single,0
39,53313.27,22097.69,48,566.0,1.0,4,0.547,personal,rent,married,1
54,38259.88,20527.69,60,,15.0,4,0.423,personal,own,single,1
